airport_icao;visibility;wind_speed;wind_direction;rvr;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KATL;10.0;17;300;>6000 ;27;L;No ILS;14.7;8.5;25000.0;None;0;0;0;1
KATL;10.0;17;300;>6000 ;28;X;No ILS;16.0;5.8;25000.0;None;0;0;0;1
KIAD;10.0;27;340;>6000 ;1;R;CAT III;23.4;13.5;-1.0;None;1;1;0;1
KIAD;10.0;27;340;>6000 ;1;C;CAT III;23.4;13.5;-1.0;None;1;1;0;1
KIAD;10.0;27;340;>6000 ;1;L;CAT III;23.4;13.5;-1.0;None;1;1;0;1
KIAD;10.0;27;340;>6000 ;30;X;CAT III;20.7;17.4;-1.0;None;1;1;0;1
KORD;10.0;6;330;>6000 ;28;C;CAT III;3.9;4.6;-1.0;None;1;0;0;1
KORD;10.0;6;330;>6000 ;27;C;CAT III;3.0;5.2;-1.0;None;1;0;0;1
KORD;10.0;6;330;>6000 ;27;R;CAT III;3.0;5.2;-1.0;None;1;0;0;1
KIAD;10.0;18;340;>6000 ;1;R;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KIAD;10.0;18;340;>6000 ;1;C;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KIAD;10.0;18;340;>6000 ;1;L;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KATL;10.0;14;310;>6000 ;26;R;No ILS;9.0;10.7;25000.0;None;0;0;0;1
KATL;10.0;14;310;>6000 ;27;L;No ILS;10.7;9.0;25000.0;None;0;0;0;1
KATL;10.0;14;310;>6000 ;28;X;No ILS;12.1;7.0;25000.0;None;0;0;0;1
KJFK;10.0;22;330;>6000 ;31;R;CAT III;20.7;7.5;-1.0;None;1;0;0;1
KJFK;10.0;22;330;>6000 ;31;L;CAT III;20.7;7.5;-1.0;None;1;0;0;1
KJFK;10.0;22;330;>6000 ;31;R;CAT III;20.7;7.5;-1.0;None;1;0;0;1
KJFK;10.0;22;330;>6000 ;31;L;CAT III;20.7;7.5;-1.0;None;1;0;0;1
KORD;10.0;3;70;>6000 ;27;C;CAT III;-2.8;1.0;-1.0;None;1;0;0;0
KIAD;10.0;20;340;>6000 ;1;R;CAT III;17.3;10.0;-1.0;None;1;0;0;1
KIAD;10.0;20;340;>6000 ;1;C;CAT III;17.3;10.0;-1.0;None;1;0;0;1
KIAD;10.0;20;340;>6000 ;1;L;CAT III;17.3;10.0;-1.0;None;1;0;0;1
KATL;10.0;18;350;>6000 ;26;R;No ILS;0.0;18.0;25000.0;None;0;0;0;1
KATL;10.0;18;350;>6000 ;27;L;No ILS;3.1;17.7;25000.0;None;0;0;0;1
KATL;10.0;18;350;>6000 ;28;X;No ILS;6.2;16.9;25000.0;None;0;0;0;1
KIAD;10.0;16;340;>6000 ;1;R;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KIAD;10.0;16;340;>6000 ;1;C;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KIAD;10.0;16;340;>6000 ;1;L;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KATL;10.0;17;330;>6000 ;26;R;No ILS;5.8;16.0;21000.0;None;0;0;0;1
KATL;10.0;17;330;>6000 ;27;L;No ILS;8.5;14.7;21000.0;None;0;0;0;1
KATL;10.0;17;330;>6000 ;28;X;No ILS;10.9;13.0;21000.0;None;0;0;0;1
KJFK;10.0;20;340;>6000 ;31;R;CAT III;17.3;10.0;-1.0;None;1;0;0;1
KJFK;10.0;20;340;>6000 ;31;L;CAT III;17.3;10.0;-1.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;28;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
KJFK;10.0;18;340;>6000 ;31;R;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KJFK;10.0;18;340;>6000 ;31;L;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KIAD;10.0;19;340;>6000 ;1;R;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KIAD;10.0;19;340;>6000 ;1;C;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KIAD;10.0;19;340;>6000 ;1;L;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KSFO;4.0;12;240;>6000 ;28;R;CAT III;9.2;7.7;1000.0;- RA BR;1;0;0;0
KSFO;4.0;12;240;>6000 ;28;L;CAT III;9.2;7.7;1000.0;- RA BR;1;0;0;0
KORD;10.0;0;0;>6000 ;28;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
KATL;10.0;13;340;>6000 ;26;R;No ILS;2.3;12.8;25000.0;None;0;0;0;1
KATL;10.0;13;340;>6000 ;27;L;No ILS;4.4;12.2;25000.0;None;0;0;0;1
KATL;10.0;13;340;>6000 ;28;X;No ILS;6.5;11.3;25000.0;None;0;0;0;1
KSFO;10.0;18;250;>6000 ;28;R;CAT III;15.6;9.0;1400.0;- RA;1;0;0;0
KSFO;10.0;18;250;>6000 ;28;L;CAT III;15.6;9.0;1400.0;- RA;1;0;0;0
KIAD;10.0;19;340;>6000 ;1;R;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KIAD;10.0;19;340;>6000 ;1;C;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KIAD;10.0;19;340;>6000 ;1;L;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KJFK;10.0;18;340;>6000 ;31;R;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KJFK;10.0;18;340;>6000 ;31;L;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;28;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
KATL;10.0;14;340;>6000 ;26;R;No ILS;2.4;13.8;25000.0;None;0;0;0;1
KATL;10.0;14;340;>6000 ;28;X;No ILS;7.0;12.1;25000.0;None;0;0;0;1
KIAD;10.0;11;350;>6000 ;1;R;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;C;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;L;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KATL;10.0;14;340;>6000 ;26;R;No ILS;2.4;13.8;25000.0;None;0;0;0;1
KATL;10.0;14;340;>6000 ;28;X;No ILS;7.0;12.1;25000.0;None;0;0;0;1
KSFO;10.0;14;250;>6000 ;28;R;CAT III;12.1;7.0;1900.0;None;1;0;0;0
KSFO;10.0;14;250;>6000 ;28;L;CAT III;12.1;7.0;1900.0;None;1;0;0;0
KJFK;10.0;19;330;>6000 ;31;R;CAT III;17.9;6.5;5000.0;None;1;0;0;1
KJFK;10.0;19;330;>6000 ;31;L;CAT III;17.9;6.5;5000.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;28;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
KJFK;10.0;18;340;>6000 ;31;R;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KJFK;10.0;18;340;>6000 ;31;L;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;R;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;C;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;L;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KATL;10.0;14;320;>6000 ;26;R;No ILS;7.0;12.1;25000.0;None;0;0;0;1
KATL;10.0;14;320;>6000 ;28;X;No ILS;10.7;9.0;25000.0;None;0;0;0;1
KSFO;10.0;14;250;>6000 ;28;R;CAT III;12.1;7.0;2800.0;None;1;0;0;0
KSFO;10.0;14;250;>6000 ;28;L;CAT III;12.1;7.0;2800.0;None;1;0;0;0
KORD;10.0;4;230;>6000 ;28;C;CAT III;2.6;3.1;-1.0;None;1;0;0;0
KATL;10.0;10;340;>6000 ;26;R;No ILS;1.7;9.8;25000.0;None;0;0;0;1
KATL;10.0;10;340;>6000 ;28;X;No ILS;5.0;8.7;25000.0;None;0;0;0;1
KLAX;10.0;5;60;>6000 ;6;R;No ILS;5.0;0.0;-1.0;None;0;1;1;0
KIAD;10.0;11;340;>6000 ;1;R;CAT III;9.5;5.5;-1.0;None;1;0;0;1
KIAD;10.0;11;340;>6000 ;1;C;CAT III;9.5;5.5;-1.0;None;1;0;0;1
KIAD;10.0;11;340;>6000 ;1;L;CAT III;9.5;5.5;-1.0;None;1;0;0;1
KSFO;10.0;13;250;>6000 ;28;R;CAT III;11.3;6.5;2300.0;None;1;0;0;0
KSFO;10.0;13;250;>6000 ;28;L;CAT III;11.3;6.5;2300.0;None;1;0;0;0
KJFK;10.0;25;320;>6000 ;31;R;CAT III;24.6;4.3;-1.0;None;1;0;0;1
KJFK;10.0;25;320;>6000 ;31;L;CAT III;24.6;4.3;-1.0;None;1;0;0;1
KORD;10.0;4;240;>6000 ;28;R;CAT III;3.1;2.6;-1.0;None;1;0;0;0
KATL;10.0;8;330;>6000 ;26;R;No ILS;2.7;7.5;-1.0;None;0;0;0;1
KATL;10.0;8;330;>6000 ;28;X;No ILS;5.1;6.1;-1.0;None;0;0;0;1
KSFO;10.0;15;260;>6000 ;28;R;CAT III;14.1;5.1;2900.0;None;1;0;0;0
KORD;10.0;4;250;>6000 ;28;C;CAT III;3.5;2.0;-1.0;None;1;0;0;0
KIAD;10.0;16;350;>6000 ;1;R;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KIAD;10.0;16;350;>6000 ;1;C;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KIAD;10.0;16;350;>6000 ;1;L;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KJFK;10.0;14;330;>6000 ;31;R;CAT III;13.2;4.8;-1.0;None;1;0;0;1
KJFK;10.0;14;330;>6000 ;31;L;CAT III;13.2;4.8;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;6;R;No ILS;0.0;0.0;2800.0;None;0;1;1;0
KJFK;10.0;18;340;>6000 ;31;R;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KJFK;10.0;18;340;>6000 ;31;L;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KSFO;10.0;12;220;>6000 ;28;R;CAT III;6.0;10.4;3900.0;None;1;0;0;0
KATL;10.0;7;320;>6000 ;26;R;No ILS;3.5;6.1;-1.0;None;0;0;0;1
KATL;10.0;7;320;>6000 ;28;X;No ILS;5.4;4.5;-1.0;None;0;0;0;1
KLAX;10.0;0;0;>6000 ;6;R;No ILS;0.0;0.0;3400.0;None;0;1;1;0
KORD;10.0;4;250;>6000 ;28;C;CAT III;3.5;2.0;-1.0;None;1;0;0;0
KIAD;10.0;16;340;>6000 ;1;R;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KIAD;10.0;16;340;>6000 ;1;C;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KIAD;10.0;16;340;>6000 ;1;L;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KIAD;10.0;15;340;>6000 ;1;R;CAT III;13.0;7.5;-1.0;None;1;0;0;1
KIAD;10.0;15;340;>6000 ;1;C;CAT III;13.0;7.5;-1.0;None;1;0;0;1
KIAD;10.0;15;340;>6000 ;1;L;CAT III;13.0;7.5;-1.0;None;1;0;0;1
KLAX;10.0;4;360;>6000 ;6;R;No ILS;2.0;3.5;3900.0;None;0;1;1;0
KSFO;10.0;7;220;>6000 ;28;R;CAT III;3.5;6.1;10000.0;None;1;0;0;0
KJFK;10.0;16;330;>6000 ;31;R;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KJFK;10.0;16;330;>6000 ;31;L;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KORD;10.0;3;250;>6000 ;28;C;CAT III;2.6;1.5;-1.0;None;1;0;0;0
KATL;10.0;8;330;>6000 ;26;R;No ILS;2.7;7.5;18000.0;None;0;0;0;1
KATL;10.0;8;330;>6000 ;28;X;No ILS;5.1;6.1;18000.0;None;0;0;0;1
KATL;10.0;9;350;>6000 ;26;R;No ILS;0.0;9.0;20000.0;None;0;0;0;1
KATL;10.0;9;350;>6000 ;27;L;No ILS;1.6;8.9;20000.0;None;0;0;0;1
KATL;10.0;9;350;>6000 ;28;X;No ILS;3.1;8.5;20000.0;None;0;0;0;1
KJFK;10.0;12;330;>6000 ;31;R;CAT III;11.3;4.1;-1.0;None;1;0;0;1
KJFK;10.0;12;330;>6000 ;31;L;CAT III;11.3;4.1;-1.0;None;1;0;0;1
KSFO;10.0;8;210;>6000 ;28;R;CAT III;2.7;7.5;4500.0;None;1;0;0;0
KLAX;10.0;5;100;>6000 ;6;R;No ILS;3.8;3.2;4800.0;None;0;1;1;0
KORD;10.0;0;0;>6000 ;27;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;27;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;28;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;12;340;>6000 ;1;R;CAT III;10.4;6.0;-1.0;None;1;0;0;1
KIAD;10.0;12;340;>6000 ;1;C;CAT III;10.4;6.0;-1.0;None;1;0;0;1
KIAD;10.0;12;340;>6000 ;1;L;CAT III;10.4;6.0;-1.0;None;1;0;0;1
KJFK;10.0;18;320;>6000 ;31;R;CAT III;17.7;3.1;-1.0;None;1;0;0;1
KJFK;10.0;18;320;>6000 ;31;L;CAT III;17.7;3.1;-1.0;None;1;0;0;1
KLAX;10.0;3;70;>6000 ;6;R;No ILS;3.0;0.5;5000.0;None;0;1;1;0
KSFO;10.0;8;240;>6000 ;28;R;CAT III;6.1;5.1;2700.0;- RA;1;0;0;0
KATL;10.0;10;330;>6000 ;26;R;No ILS;3.4;9.4;20000.0;None;0;0;0;1
KATL;10.0;10;330;>6000 ;27;L;No ILS;5.0;8.7;20000.0;None;0;0;0;1
KATL;10.0;10;330;>6000 ;28;X;No ILS;6.4;7.7;20000.0;None;0;0;0;1
KORD;10.0;3;250;>6000 ;27;C;CAT III;2.8;1.0;-1.0;None;1;0;0;1
KORD;10.0;3;250;>6000 ;27;R;CAT III;2.8;1.0;-1.0;None;1;0;0;1
KORD;10.0;3;250;>6000 ;28;C;CAT III;2.6;1.5;-1.0;None;1;0;0;1
KIAD;10.0;10;340;>6000 ;1;R;CAT III;8.7;5.0;-1.0;None;1;0;0;1
KORD;10.0;3;350;>6000 ;27;C;CAT III;0.5;3.0;-1.0;None;1;0;0;1
KORD;10.0;3;350;>6000 ;27;R;CAT III;0.5;3.0;-1.0;None;1;0;0;1
KORD;10.0;3;350;>6000 ;28;C;CAT III;1.0;2.8;-1.0;None;1;0;0;1
KSFO;10.0;6;240;>6000 ;28;R;CAT III;4.6;3.9;2900.0;None;1;0;0;0
KJFK;10.0;17;340;>6000 ;31;R;CAT III;14.7;8.5;-1.0;None;1;0;0;1
KJFK;10.0;17;340;>6000 ;31;L;CAT III;14.7;8.5;-1.0;None;1;0;0;1
KIAD;10.0;13;340;>6000 ;1;R;CAT III;11.3;6.5;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;6;R;No ILS;0.0;0.0;5000.0;None;0;1;1;0
KATL;10.0;10;330;>6000 ;26;R;No ILS;3.4;9.4;20000.0;None;0;0;0;1
KATL;10.0;10;330;>6000 ;27;L;No ILS;5.0;8.7;20000.0;None;0;0;0;1
KATL;10.0;10;330;>6000 ;28;X;No ILS;6.4;7.7;20000.0;None;0;0;0;1
KSFO;9.0;10;250;>6000 ;28;R;CAT III;8.7;5.0;2600.0;None;1;0;0;0
KSFO;9.0;10;250;>6000 ;28;L;CAT III;8.7;5.0;2600.0;None;1;0;0;0
KORD;10.0;3;-1;>6000 ;27;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;3;-1;>6000 ;27;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;3;-1;>6000 ;28;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;R;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;C;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;350;>6000 ;1;L;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KJFK;10.0;15;330;>6000 ;31;R;CAT III;14.1;5.1;-1.0;None;1;0;0;1
KJFK;10.0;15;330;>6000 ;31;L;CAT III;14.1;5.1;-1.0;None;1;0;0;1
KATL;10.0;6;310;>6000 ;26;R;No ILS;3.9;4.6;16000.0;None;0;0;0;1
KATL;10.0;6;310;>6000 ;27;L;No ILS;4.6;3.9;16000.0;None;0;0;0;1
KATL;10.0;6;310;>6000 ;28;X;No ILS;5.2;3.0;16000.0;None;0;0;0;1
KJFK;10.0;18;320;>6000 ;31;R;CAT III;17.7;3.1;-1.0;None;1;0;0;1
KJFK;10.0;18;320;>6000 ;31;L;CAT III;17.7;3.1;-1.0;None;1;0;0;1
KSFO;10.0;10;270;>6000 ;28;R;CAT III;9.8;1.7;10000.0;None;1;0;0;0
KSFO;10.0;10;270;>6000 ;28;L;CAT III;9.8;1.7;10000.0;None;1;0;0;0
KIAD;10.0;11;320;>6000 ;1;R;CAT III;7.1;8.4;-1.0;None;1;0;0;1
KIAD;10.0;11;320;>6000 ;1;C;CAT III;7.1;8.4;-1.0;None;1;0;0;1
KIAD;10.0;11;320;>6000 ;1;L;CAT III;7.1;8.4;-1.0;None;1;0;0;1
KATL;10.0;5;320;>6000 ;26;R;No ILS;2.5;4.3;22000.0;None;0;0;0;1
KATL;10.0;5;320;>6000 ;27;L;No ILS;3.2;3.8;22000.0;None;0;0;0;1
KATL;10.0;5;320;>6000 ;28;X;No ILS;3.8;3.2;22000.0;None;0;0;0;1
KORD;10.0;0;0;>6000 ;27;C;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;27;R;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;28;C;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KSFO;10.0;16;270;>6000 ;28;R;CAT III;15.8;2.8;8000.0;None;1;0;0;0
KSFO;10.0;16;270;>6000 ;28;L;CAT III;15.8;2.8;8000.0;None;1;0;0;0
KJFK;10.0;14;330;>6000 ;31;R;CAT III;13.2;4.8;-1.0;None;1;0;0;1
KJFK;10.0;14;330;>6000 ;31;L;CAT III;13.2;4.8;-1.0;None;1;0;0;1
KATL;10.0;4;340;>6000 ;26;R;No ILS;0.7;3.9;-1.0;None;0;0;0;1
KATL;10.0;4;340;>6000 ;27;L;No ILS;1.4;3.8;-1.0;None;0;0;0;1
KATL;10.0;4;340;>6000 ;28;X;No ILS;2.0;3.5;-1.0;None;0;0;0;1
KIAD;10.0;12;330;>6000 ;1;C;CAT III;9.2;7.7;-1.0;None;1;0;0;1
KORD;10.0;5;310;>6000 ;27;C;CAT III;3.8;3.2;25000.0;None;1;0;0;1
KORD;10.0;5;310;>6000 ;27;R;CAT III;3.8;3.2;25000.0;None;1;0;0;1
KORD;10.0;5;310;>6000 ;28;C;CAT III;4.3;2.5;25000.0;None;1;0;0;1
KJFK;10.0;15;300;>6000 ;31;R;CAT III;14.8;2.6;-1.0;None;1;0;0;1
KJFK;10.0;15;300;>6000 ;31;L;CAT III;14.8;2.6;-1.0;None;1;0;0;1
KIAD;10.0;10;340;>6000 ;1;C;CAT III;8.7;5.0;25000.0;None;1;0;0;1
KORD;10.0;4;-1;>6000 ;27;C;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;4;-1;>6000 ;27;R;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;4;-1;>6000 ;28;C;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KSFO;10.0;21;280;>6000 ;28;R;CAT III;21.0;0.0;11000.0;None;1;0;0;0
KSFO;10.0;21;280;>6000 ;28;L;CAT III;21.0;0.0;11000.0;None;1;0;0;0
KATL;10.0;3;-1;>6000 ;26;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;3;-1;>6000 ;27;L;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;3;-1;>6000 ;28;X;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;3;-1;>6000 ;26;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;3;-1;>6000 ;27;L;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;3;-1;>6000 ;28;X;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KSFO;10.0;24;280;>6000 ;28;R;CAT III;24.0;0.0;2900.0;None;1;0;0;0
KSFO;10.0;24;280;>6000 ;28;L;CAT III;24.0;0.0;2900.0;None;1;0;0;0
KJFK;10.0;19;340;>6000 ;31;R;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KJFK;10.0;19;340;>6000 ;31;L;CAT III;16.5;9.5;-1.0;None;1;0;0;1
KIAD;10.0;6;340;>6000 ;1;R;CAT III;5.2;3.0;25000.0;None;1;0;0;1
KIAD;10.0;6;340;>6000 ;1;C;CAT III;5.2;3.0;25000.0;None;1;0;0;1
KIAD;10.0;6;340;>6000 ;1;L;CAT III;5.2;3.0;25000.0;None;1;0;0;1
KORD;10.0;6;220;>6000 ;27;C;CAT III;3.9;4.6;25000.0;None;1;0;0;1
KORD;10.0;6;220;>6000 ;27;R;CAT III;3.9;4.6;25000.0;None;1;0;0;1
KORD;10.0;6;220;>6000 ;28;C;CAT III;3.0;5.2;25000.0;None;1;0;0;1
KATL;10.0;5;300;>6000 ;26;R;No ILS;3.8;3.2;-1.0;None;0;0;0;1
KATL;10.0;5;300;>6000 ;27;L;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KATL;10.0;5;300;>6000 ;28;X;No ILS;4.7;1.7;-1.0;None;0;0;0;1
KJFK;10.0;16;340;>6000 ;31;R;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KJFK;10.0;16;340;>6000 ;31;L;CAT III;13.9;8.0;-1.0;None;1;0;0;1
KIAD;10.0;8;320;>6000 ;1;R;CAT III;5.1;6.1;25000.0;None;1;0;0;1
KIAD;10.0;8;320;>6000 ;1;C;CAT III;5.1;6.1;25000.0;None;1;0;0;1
KIAD;10.0;8;320;>6000 ;1;L;CAT III;5.1;6.1;25000.0;None;1;0;0;1
KORD;10.0;6;210;>6000 ;28;C;CAT III;2.1;5.6;25000.0;None;1;0;0;1
KORD;10.0;6;210;>6000 ;27;C;CAT III;3.0;5.2;25000.0;None;1;0;0;1
KORD;10.0;6;210;>6000 ;27;R;CAT III;3.0;5.2;25000.0;None;1;0;0;1
KJFK;10.0;17;350;>6000 ;31;R;CAT III;13.0;10.9;-1.0;None;1;0;0;1
KJFK;10.0;17;350;>6000 ;31;L;CAT III;13.0;10.9;-1.0;None;1;0;0;1
KATL;10.0;6;300;>6000 ;26;R;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;300;>6000 ;27;L;No ILS;5.2;3.0;-1.0;None;0;0;0;1
KATL;10.0;6;300;>6000 ;28;X;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KIAD;10.0;9;320;>6000 ;1;R;CAT III;5.8;6.9;-1.0;None;1;0;0;1
KIAD;10.0;9;320;>6000 ;1;C;CAT III;5.8;6.9;-1.0;None;1;0;0;1
KIAD;10.0;9;320;>6000 ;1;L;CAT III;5.8;6.9;-1.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;27;C;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;27;R;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;0;0;>6000 ;28;C;CAT III;0.0;0.0;25000.0;None;1;0;0;1
KJFK;10.0;12;310;>6000 ;31;R;CAT III;12.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;12;310;>6000 ;31;L;CAT III;12.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;7;280;>6000 ;26;R;No ILS;6.6;2.4;25000.0;None;0;0;0;1
KATL;10.0;7;280;>6000 ;27;L;No ILS;6.9;1.2;25000.0;None;0;0;0;1
KATL;10.0;7;280;>6000 ;28;X;No ILS;7.0;0.0;25000.0;None;0;0;0;1
KIAD;10.0;7;320;>6000 ;1;C;CAT III;4.5;5.4;-1.0;None;1;0;0;1
KORD;10.0;5;240;>6000 ;27;C;CAT III;4.3;2.5;-1.0;None;1;0;0;1
KORD;10.0;5;240;>6000 ;27;R;CAT III;4.3;2.5;-1.0;None;1;0;0;1
KORD;10.0;5;240;>6000 ;28;C;CAT III;3.8;3.2;-1.0;None;1;0;0;1
KIAD;10.0;7;330;>6000 ;1;C;CAT III;5.4;4.5;-1.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;27;C;CAT III;3.2;3.8;25000.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;27;R;CAT III;3.2;3.8;25000.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;28;C;CAT III;2.5;4.3;25000.0;None;1;0;0;1
KATL;10.0;7;340;>6000 ;26;R;No ILS;1.2;6.9;-1.0;None;0;0;0;1
KATL;10.0;7;340;>6000 ;27;L;No ILS;2.4;6.6;-1.0;None;0;0;0;1
KATL;10.0;7;340;>6000 ;28;X;No ILS;3.5;6.1;-1.0;None;0;0;0;1
KJFK;10.0;16;330;>6000 ;31;R;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KJFK;10.0;16;330;>6000 ;31;L;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KSFO;10.0;22;280;>6000 ;28;R;CAT III;22.0;0.0;3100.0;None;1;0;0;0
KSFO;10.0;22;280;>6000 ;28;L;CAT III;22.0;0.0;3100.0;None;1;0;0;0
KIAD;10.0;5;350;>6000 ;1;R;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KIAD;10.0;5;350;>6000 ;1;C;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KIAD;10.0;5;350;>6000 ;1;L;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KJFK;10.0;16;350;>6000 ;31;R;CAT III;12.3;10.3;-1.0;None;1;0;0;1
KJFK;10.0;16;350;>6000 ;31;L;CAT III;12.3;10.3;-1.0;None;1;0;0;1
KATL;10.0;6;330;>6000 ;26;R;No ILS;2.1;5.6;-1.0;None;0;0;0;1
KATL;10.0;6;330;>6000 ;27;L;No ILS;3.0;5.2;-1.0;None;0;0;0;1
KATL;10.0;6;330;>6000 ;28;X;No ILS;3.9;4.6;-1.0;None;0;0;0;1
KORD;10.0;5;220;>6000 ;27;C;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;27;R;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KORD;10.0;5;220;>6000 ;28;C;CAT III;2.5;4.3;-1.0;None;1;0;0;1
KIAD;10.0;4;10;>6000 ;1;R;CAT III;4.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;4;10;>6000 ;1;C;CAT III;4.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;4;10;>6000 ;1;L;CAT III;4.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;7;340;>6000 ;26;R;No ILS;1.2;6.9;-1.0;None;0;0;0;1
KATL;10.0;7;340;>6000 ;27;L;No ILS;2.4;6.6;-1.0;None;0;0;0;1
KATL;10.0;7;340;>6000 ;28;X;No ILS;3.5;6.1;-1.0;None;0;0;0;1
KJFK;10.0;13;350;>6000 ;31;R;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KJFK;10.0;13;350;>6000 ;31;L;CAT III;10.0;8.4;-1.0;None;1;0;0;1
